sale_id,customer_id,product_id,store_id,quantity,sale_date,total_amount
R2_54,6299,356,3,4,2023-03-13,1774.76
R2_55,9471,234,61,6,2025-01-14,1717.56
R2_56,9527,483,75,4,2024-12-17,29.4
R2_57,4683,487,69,8,2024-07-28,3728.56
R2_58,8201,84,56,6,2024-07-12,352.68
R2_59,8852,30,87,8,2023-03-15,3572.24
R2_60,9091,449,39,10,2023-11-13,3851.0
R2_61,6340,352,89,8,2024-12-22,1756.64
R2_62,8128,419,18,8,2024-07-18,677.28
R2_63,3910,238,64,1,2024-08-04,24.84
R2_64,9887,196,50,4,2023-12-15,960.24
R2_65,9627,64,27,1,2023-03-10,191.67
R2_66,5445,483,5,9,2023-12-11,66.14999999999999
R2_67,6827,150,16,9,2024-03-03,728.64
R2_68,9624,414,55,9,2024-02-22,4247.639999999999
R2_69,1168,93,84,7,2024-10-26,1550.08
R2_70,7405,150,78,8,2024-05-12,647.68
R2_71,7818,355,15,7,2024-08-21,2089.4300000000003
R2_72,7329,162,51,1,2025-01-23,194.97
R2_73,1110,335,43,7,2023-12-26,912.4499999999999
R2_74,9246,419,6,4,2023-05-20,338.64
R2_75,1080,476,78,9,2023-06-23,2377.08
R2_76,8184,195,65,4,2023-10-21,841.28
R2_77,7002,442,21,1,2024-06-12,113.06
R2_78,2595,6,70,1,2024-01-07,406.55
R2_79,2821,251,44,9,2024-10-08,637.5600000000001
R2_80,4972,134,79,6,2023-05-14,996.1800000000001
R2_81,4215,74,23,4,2025-02-10,102.96
R2_82,4933,423,69,5,2024-07-18,1936.6999999999998
R2_83,8644,2,30,6,2024-04-17,140.34
R2_84,1958,275,81,10,2023-07-27,1575.6
R2_85,3064,276,77,3,2024-01-25,1008.51
R2_86,9626,393,24,8,2023-04-12,1711.12
R2_87,1165,57,92,1,2023-05-30,442.58
R2_88,5162,146,91,5,2024-04-18,444.25
R2_89,3467,205,39,3,2024-12-22,68.19
R2_90,3568,42,71,9,2023-09-03,976.9499999999999
R2_91,9981,347,33,4,2023-05-22,1583.2
R2_92,6400,256,100,4,2024-04-25,1077.96
R2_93,4723,398,49,6,2023-12-16,1082.4
R2_94,7154,447,76,9,2023-07-05,2522.07
R2_95,6803,445,11,1,2023-04-23,378.15
R2_96,9291,345,58,4,2023-11-24,685.72
R2_97,1595,362,46,6,2024-08-18,2296.08
R2_98,8033,359,88,8,2023-06-01,467.12
R2_99,7998,127,74,5,2024-12-08,2101.6
R2_100,9134,299,48,9,2024-06-05,2928.78
R2_101,7844,323,29,3,2024-09-07,836.1299999999999
R2_102,6655,222,3,3,2023-08-11,1021.47
R2_103,8963,134,99,6,2023-04-26,996.1800000000001
R2_104,2612,212,91,2,2023-09-13,25.3
R2_105,5040,6,94,2,2023-06-12,813.1
R2_106,9369,59,48,8,2024-12-26,3602.16
R2_107,3554,336,89,3,2023-12-09,1102.8000000000002
R2_108,3383,462,1,7,2023-05-23,2029.93
R2_109,509,326,28,6,2023-12-12,83.1
R2_110,792,378,61,10,2023-12-05,4567.200000000001
R2_111,1537,126,36,8,2023-07-23,1523.76
R2_112,8505,418,60,9,2023-03-08,406.98
R2_113,6061,159,31,10,2024-07-24,1357.0
R2_114,5317,478,18,1,2025-01-16,382.91
R2_115,7481,6,54,10,2023-07-27,4065.5
R2_116,2734,75,56,1,2024-06-26,496.47
R2_117,4725,107,20,10,2024-09-16,1374.1999999999998
R2_118,1589,12,47,4,2024-06-04,1727.6
R2_119,9019,163,24,5,2024-03-27,2446.3
R2_120,6759,357,80,6,2024-04-22,1773.06
R2_121,6185,422,87,10,2024-08-28,4567.099999999999
R2_122,5184,302,76,6,2023-04-16,2075.46
R2_123,2043,475,79,1,2024-01-24,295.97
R2_124,6545,30,53,2,2024-05-20,893.06
R2_125,3279,491,70,3,2023-07-22,1303.23
R2_126,7423,206,36,3,2023-08-07,1055.52
R2_127,7190,451,38,9,2024-10-13,3410.5499999999997
R2_128,2001,77,93,10,2023-10-12,1831.6
R2_129,5863,248,59,9,2024-06-02,89.01
R2_130,8685,290,65,6,2023-07-18,886.02
R2_131,3665,22,69,3,2023-11-19,1452.48
R2_132,5541,237,57,1,2023-10-29,180.46
R2_133,2437,79,86,9,2023-04-04,521.1899999999999
R2_134,5429,334,12,10,2024-11-19,3233.2999999999997
R2_135,8626,455,98,1,2023-10-26,264.38
R2_136,4556,373,45,6,2024-09-08,2359.56
R2_137,3384,468,92,7,2025-01-24,2794.6800000000003
R2_138,2976,100,93,3,2023-03-05,592.41
R2_139,8306,317,83,8,2024-06-04,2452.0
R2_140,5719,221,1,1,2023-11-21,490.3
R2_141,6468,65,24,8,2024-08-17,2817.28
R2_142,3321,10,76,1,2023-11-13,116.88
R2_143,7691,196,16,8,2024-08-24,1920.48
R2_144,4900,214,21,6,2024-03-29,2092.14
R2_145,1398,68,62,9,2023-09-21,1700.1000000000001
R2_146,5494,374,18,6,2023-12-25,1375.74
R2_147,4737,101,34,7,2024-12-22,2211.86
R2_148,1696,489,50,7,2023-10-27,2491.86
R2_149,6063,99,47,10,2024-08-16,2509.2
R2_150,7672,227,26,10,2024-05-09,4083.3999999999996
R2_151,3314,427,74,1,2024-09-15,81.35
R2_152,1544,448,21,3,2023-09-20,1050.93
R2_153,4084,51,12,3,2023-08-06,252.51
R2_154,6426,395,46,9,2024-03-27,990.0
R2_155,3744,187,24,8,2024-03-24,964.88
R2_156,5156,46,78,6,2023-03-21,717.24
R2_157,2458,427,56,4,2024-12-22,325.4
R2_158,9042,111,69,3,2024-08-22,195.27
R2_159,7531,497,23,1,2024-10-08,393.43
R2_160,7351,170,45,1,2024-07-27,112.91
R2_161,3214,475,2,7,2023-04-27,2071.79
R2_162,9958,154,23,6,2024-10-29,763.38
R2_163,5231,135,97,1,2023-06-28,74.83
R2_164,8778,37,18,10,2023-08-05,3898.3999999999996
R2_165,8323,256,53,10,2024-09-26,2694.9
R2_166,7749,94,23,9,2023-03-17,2205.4500000000003
R2_167,7092,325,82,4,2024-06-10,676.0
R2_168,8097,201,43,7,2023-03-06,385.07
R2_169,9971,243,38,9,2024-01-19,3068.0099999999998
R2_170,1410,81,54,9,2024-03-28,2759.4
R2_171,4980,261,75,10,2024-02-13,2483.8999999999996
R2_172,8942,222,33,9,2024-10-19,3064.41
R2_173,713,151,44,5,2023-10-20,297.15
R2_174,9323,40,60,4,2024-05-28,833.28
R2_175,9760,448,74,5,2023-06-30,1751.55
R2_176,7406,438,6,2,2023-08-09,793.44
R2_177,525,386,8,1,2023-10-16,27.54
R2_178,1939,367,54,5,2024-07-08,2023.75
R2_179,6260,97,46,3,2023-04-13,581.55
R2_180,674,292,90,6,2024-10-22,1476.84
R2_181,8698,241,66,5,2023-09-09,1422.0500000000002
R2_182,4252,134,89,9,2023-08-16,1494.27
R2_183,5581,475,66,9,2023-03-26,2663.7300000000005
R2_184,6300,404,76,2,2023-10-04,242.0
R2_185,5677,409,31,4,2023-05-02,1670.76
R2_186,2375,29,88,3,2023-06-09,93.92999999999999
R2_187,7293,359,82,10,2023-04-10,583.9
R2_188,6699,67,36,2,2024-06-01,109.38
R2_189,9530,218,49,7,2024-01-18,1093.54
R2_190,2003,228,40,5,2024-08-09,2038.3000000000002
R2_191,8187,262,63,9,2024-11-30,3730.86
R2_192,6445,459,17,5,2023-05-30,2382.0
R2_193,76,471,86,2,2023-08-23,64.94
R2_194,2006,244,24,10,2023-11-25,1331.9
R2_195,7768,455,58,6,2024-10-09,1586.28
R2_196,5517,234,32,6,2023-07-15,1717.56
R2_197,7084,184,20,3,2023-04-21,971.22
R2_198,5146,426,17,3,2023-09-05,757.2
R2_199,6607,296,95,4,2023-12-29,42.48
R2_200,1086,178,31,6,2023-04-01,381.96
R2_201,4888,336,47,8,2024-05-25,2940.8
R2_202,7040,398,7,3,2023-03-09,541.2
R2_203,7868,253,36,4,2024-09-27,1976.28
R2_204,6917,247,1,9,2024-11-13,764.28
R2_205,5034,33,6,1,2024-05-08,354.41
R2_206,1861,437,56,10,2024-07-02,251.6
R2_207,9901,102,82,4,2023-07-21,1264.84
R2_208,3663,334,67,3,2024-06-13,969.99
R2_209,4965,290,100,10,2025-01-03,1476.6999999999998
R2_210,595,177,92,5,2024-07-25,1179.35
R2_211,7373,295,43,3,2024-11-07,1466.82
R2_212,8598,480,49,8,2024-12-13,2015.92
R2_213,6166,114,42,9,2024-09-05,2701.89
R2_214,6876,40,4,4,2023-12-29,833.28
R2_215,7752,463,5,3,2024-08-27,874.02
R2_216,8355,319,75,2,2023-03-05,311.86
R2_217,2930,308,87,1,2023-06-10,248.62
R2_218,2621,199,93,5,2024-02-23,2135.85
R2_219,6987,310,72,10,2023-03-07,729.9
R2_220,4341,476,95,10,2023-09-08,2641.2
R2_221,9425,81,42,6,2023-11-10,1839.6000000000001
R2_222,8005,47,26,4,2024-01-29,165.84
R2_223,575,218,17,8,2024-12-30,1249.76
R2_224,551,62,81,4,2024-11-22,1597.08
R2_225,7827,241,38,6,2024-11-21,1706.46
R2_226,2053,302,23,5,2023-03-02,1729.5500000000002
R2_227,8597,111,61,5,2024-06-04,325.45000000000005
R2_228,3582,353,89,10,2024-04-02,2090.0
R2_229,3492,399,52,10,2023-03-12,4233.5
R2_230,8858,270,45,7,2023-04-01,3142.79
R2_231,3717,194,79,2,2023-03-05,917.86
R2_232,7705,7,86,9,2023-09-09,4493.43
R2_233,2236,62,43,7,2023-08-30,2794.89
R2_234,3146,401,81,1,2024-09-05,415.32
R2_235,1541,339,91,7,2024-09-02,1130.5
R2_236,5014,65,56,4,2023-07-29,1408.64
R2_237,7126,186,82,1,2024-04-20,59.57
R2_238,3883,281,43,10,2024-11-13,467.9
R2_239,6191,395,13,5,2023-04-04,550.0
R2_240,4620,38,57,1,2023-10-24,258.89
R2_241,3135,245,88,6,2025-02-21,126.89999999999999
R2_242,6266,456,9,1,2023-05-06,367.03
R2_243,6971,3,13,10,2024-03-31,358.0
R2_244,713,470,55,9,2024-10-10,3241.2599999999998
R2_245,4353,49,45,7,2023-06-08,2395.75
R2_246,5957,83,66,9,2023-08-29,1357.6499999999999
R2_247,4021,364,41,8,2024-07-31,3462.8
R2_248,4330,165,55,3,2024-11-30,1490.6100000000001
R2_249,2583,470,63,10,2024-04-15,3601.3999999999996
R2_250,3797,460,37,6,2023-10-26,1747.1399999999999
R2_251,5155,261,33,9,2024-11-10,2235.5099999999998
R2_252,3177,341,66,5,2024-07-13,371.3
R2_253,6287,336,33,9,2024-01-19,3308.4
R2_254,6162,443,95,6,2025-01-25,2020.38
R2_255,5453,181,12,6,2023-08-12,2522.94
R2_256,8669,456,72,7,2024-03-14,2569.21
R2_257,2075,500,26,6,2023-05-20,2508.6000000000004
R2_258,9784,386,71,2,2023-05-10,55.08
R2_259,2193,36,10,9,2024-04-10,385.11
R2_260,4967,138,59,5,2024-06-22,583.0
R2_261,6190,116,93,1,2024-06-26,89.09
R2_262,2833,143,41,2,2023-07-24,135.92
R2_263,3994,25,57,10,2023-05-18,4731.6
R2_264,6022,31,1,3,2024-08-11,1238.76
R2_265,7654,483,92,6,2024-10-11,44.099999999999994
R2_266,3133,251,85,8,2024-01-08,566.72
R2_267,9198,208,44,2,2024-09-10,896.42
R2_268,3558,175,88,9,2024-04-12,4155.84
R2_269,3531,100,86,8,2024-11-13,1579.76
R2_270,1171,204,51,5,2023-11-27,687.6
R2_271,5993,116,34,3,2024-01-03,267.27
R2_272,4513,51,18,3,2025-02-18,252.51
R2_273,2059,151,28,10,2025-02-07,594.3
R2_274,9727,297,40,9,2024-05-03,2692.53
R2_275,3203,66,58,3,2025-01-22,445.23
R2_276,9209,45,31,10,2024-01-09,77.5
R2_277,2764,330,86,2,2024-07-11,414.26
R2_278,6501,74,25,6,2024-04-09,154.44
R2_279,2386,270,64,3,2025-01-12,1346.91
R2_280,9017,342,23,8,2024-09-07,3145.6
R2_281,9894,111,80,8,2024-02-28,520.72
R2_282,774,29,85,8,2023-05-31,250.48
R2_283,8064,339,1,2,2024-06-02,323.0
R2_284,4150,368,22,9,2024-11-21,1457.0099999999998
R2_285,7981,454,58,5,2023-05-07,71.6
R2_286,8857,224,42,10,2023-05-16,2049.3
R2_287,6589,411,11,7,2023-12-28,846.3000000000001
R2_288,1308,380,76,4,2024-09-29,60.52
R2_289,1320,99,87,4,2024-06-25,1003.68
R2_290,4351,402,73,9,2023-05-22,1656.0
R2_291,5686,323,68,2,2023-05-28,557.42
R2_292,2420,487,71,3,2024-03-30,1398.21
R2_293,8785,441,44,10,2024-06-15,2642.3
R2_294,4950,339,16,8,2023-08-22,1292.0
R2_295,8554,140,35,8,2023-09-16,2432.32
R2_296,713,365,21,7,2024-07-15,1088.1499999999999
R2_297,3697,274,11,10,2024-11-05,2839.3
R2_298,9871,378,55,8,2024-12-23,3653.76
R2_299,3151,55,2,5,2024-09-27,1307.75
R2_300,5038,123,73,2,2023-05-20,106.02
R2_301,6715,117,71,1,2023-03-15,355.92
R2_302,4128,108,24,2,2024-03-09,520.54
R2_303,166,123,4,5,2024-07-04,265.05
R2_304,6614,113,9,7,2023-05-21,3252.06
R2_305,6554,274,96,1,2023-04-11,283.93
R2_306,6148,390,64,1,2024-05-27,265.01
R2_307,5612,210,89,3,2025-02-18,363.33
R2_308,7888,500,15,3,2023-11-28,1254.3000000000002
R2_309,2715,483,16,1,2024-11-24,7.35
R2_310,2977,253,94,4,2023-03-28,1976.28
R2_311,413,442,64,6,2024-04-11,678.36
R2_312,3664,158,26,4,2024-03-14,1894.12
R2_313,2461,482,83,4,2024-02-01,1711.84
R2_314,2337,343,89,3,2023-03-30,250.98
R2_315,669,354,22,3,2024-04-19,785.97
R2_316,8408,429,50,9,2023-07-27,4362.4800000000005
R2_317,1200,471,29,9,2024-06-06,292.23
R2_318,7687,17,36,5,2024-05-08,1920.3
R2_319,8834,174,7,8,2023-05-18,80.56
R2_320,4470,382,17,4,2023-11-05,1434.64
R2_321,117,36,54,2,2024-09-29,85.58
R2_322,3588,99,80,4,2023-11-23,1003.68
R2_323,3305,259,42,10,2024-07-13,3472.7999999999997
R2_324,9952,244,100,9,2023-12-13,1198.71
R2_325,5123,323,35,3,2024-01-11,836.1299999999999
R2_326,5147,117,59,10,2023-03-12,3559.2000000000003
R2_327,7880,325,70,9,2024-04-29,1521.0
R2_328,3770,82,26,2,2023-04-07,598.24
R2_329,6117,237,80,3,2024-06-22,541.38
R2_330,7452,82,40,4,2023-11-25,1196.48
R2_331,8888,253,38,8,2024-08-06,3952.56
R2_332,9339,461,73,1,2024-07-29,41.44
R2_333,6447,78,2,4,2023-03-27,91.4
R2_334,257,280,14,9,2023-12-09,875.79
R2_335,84,210,64,8,2024-09-01,968.88
R2_336,4246,189,54,6,2024-12-11,301.74
R2_337,7706,156,31,2,2024-12-20,252.16
R2_338,6024,39,94,9,2023-11-07,3694.41
R2_339,1576,414,16,8,2024-12-19,3775.68
R2_340,8791,51,27,3,2023-12-17,252.51
R2_341,5195,89,41,5,2024-09-28,1668.65
R2_342,1975,461,31,2,2024-08-06,82.88
R2_343,6252,154,100,7,2023-08-19,890.61
R2_344,2690,264,48,6,2024-01-03,1791.1799999999998
R2_345,7942,430,57,2,2023-02-26,62.08
R2_346,3788,254,63,10,2024-01-10,4026.0
R2_347,9351,261,3,7,2023-03-20,1738.73
R2_348,5253,209,5,2,2024-06-08,454.18
R2_349,698,285,62,1,2024-12-22,296.79
R2_350,8776,378,65,5,2023-04-07,2283.6000000000004
R2_351,6011,146,53,5,2023-04-04,444.25
R2_352,9727,77,63,1,2023-03-02,183.16
R2_353,9771,299,5,5,2023-06-05,1627.1000000000001
R2_354,6972,195,52,1,2023-08-02,210.32
R2_355,3682,238,32,6,2023-04-27,149.04
R2_356,1892,460,64,7,2024-09-07,2038.33
R2_357,2412,407,70,4,2023-06-10,1287.28
R2_358,2594,144,88,3,2023-12-30,91.83
R2_359,917,384,17,7,2023-08-30,140.14
R2_360,8104,187,74,9,2025-01-27,1085.49
R2_361,6444,19,21,3,2024-02-14,865.23
R2_362,1012,338,48,9,2024-10-04,1805.94
R2_363,8928,322,56,1,2024-03-20,407.77
R2_364,9339,300,67,5,2024-06-18,1985.1
R2_365,5428,45,4,5,2024-08-03,38.75
R2_366,6127,43,21,9,2024-08-10,432.90000000000003
R2_367,9687,163,41,3,2023-05-26,1467.78
R2_368,952,472,81,7,2023-12-20,39.27
R2_369,6987,247,38,8,2023-12-17,679.36
R2_370,4702,390,25,2,2024-09-30,530.02
R2_371,4892,39,80,6,2025-01-03,2462.94
R2_372,1902,180,26,3,2023-10-21,594.21
R2_373,5121,276,54,8,2024-01-20,2689.36
R2_374,1045,360,59,10,2023-07-22,631.1999999999999
R2_375,8666,114,59,6,2023-10-11,1801.2599999999998
R2_376,6324,355,38,7,2024-08-28,2089.4300000000003
R2_377,8685,127,19,4,2024-07-17,1681.28
R2_378,2559,486,20,9,2024-02-19,2723.67
R2_379,7464,88,26,2,2023-09-22,243.16
R2_380,9683,371,65,9,2023-02-26,3095.0099999999998
R2_381,6073,186,52,4,2023-07-09,238.28
R2_382,9724,154,61,3,2024-11-16,381.69
R2_383,323,187,36,5,2024-05-16,603.05
R2_384,6684,294,92,10,2024-03-10,4698.4
R2_385,7122,25,74,10,2023-11-14,4731.6
R2_386,8223,83,63,8,2024-03-02,1206.8
R2_387,6933,208,63,3,2024-08-21,1344.6299999999999
R2_388,7780,197,82,5,2024-10-31,1403.75
R2_389,417,439,43,8,2023-09-16,3988.64
R2_390,8892,385,61,10,2023-12-29,3314.8
R2_391,7956,412,76,10,2024-03-30,1122.9
R2_392,9748,444,90,4,2023-10-07,1107.8
R2_393,8199,119,64,3,2024-10-06,763.62
R2_394,8105,297,40,6,2024-01-17,1795.02
R2_395,5579,51,43,10,2024-05-30,841.7
R2_396,1551,42,29,5,2024-03-02,542.75
R2_397,6804,421,26,6,2024-06-12,542.7
R2_398,7513,172,89,7,2024-12-03,348.95
R2_399,9837,271,21,3,2023-06-02,304.62
R2_400,9206,461,92,8,2024-08-28,331.52
R2_401,1229,498,24,10,2023-11-11,624.5
R2_402,9505,407,48,7,2023-12-08,2252.74
R2_403,9734,425,74,7,2024-06-16,1239.9099999999999
R2_404,7972,426,53,5,2024-03-06,1262.0
R2_405,3460,68,25,8,2023-12-30,1511.2
R2_406,4015,74,31,6,2024-09-06,154.44
R2_407,9128,236,16,6,2023-04-06,1771.2599999999998
R2_408,6942,131,53,3,2024-11-08,363.18
R2_409,2857,98,1,9,2024-01-08,4237.74
R2_410,4699,12,62,4,2024-07-06,1727.6
R2_411,7217,133,56,2,2024-02-18,781.56
R2_412,8619,251,93,4,2024-02-23,283.36
R2_413,5051,483,40,5,2024-09-11,36.75
R2_414,6681,249,58,1,2023-08-25,43.15
R2_415,5157,46,79,8,2023-05-13,956.32
R2_416,7352,434,100,7,2023-10-24,2284.1
R2_417,740,265,5,6,2024-05-08,90.24
R2_418,2446,90,14,7,2023-11-16,47.32
R2_419,8487,306,100,9,2023-12-30,2115.63
R2_420,5775,278,76,1,2023-11-04,281.18
R2_421,3882,96,89,5,2023-08-27,318.8
R2_422,7350,20,63,6,2023-06-13,1147.1399999999999
R2_423,1708,282,69,2,2024-07-19,563.2
R2_424,5534,430,96,2,2023-03-02,62.08
R2_425,7567,449,71,7,2025-02-13,2695.7000000000003
R2_426,1892,171,7,10,2024-06-15,926.5
R2_427,6516,190,1,5,2024-08-24,267.2
R2_428,9192,83,20,1,2024-03-10,150.85
R2_429,7742,319,27,1,2024-01-02,155.93
R2_430,1968,436,2,3,2023-09-01,1110.8700000000001
R2_431,2179,226,63,2,2024-06-26,18.36
R2_432,1927,319,30,10,2023-11-11,1559.3000000000002
R2_433,7028,367,66,1,2024-02-25,404.75
R2_434,8446,445,94,3,2024-06-17,1134.4499999999998
R2_435,6095,186,32,1,2023-12-28,59.57
R2_436,9575,138,33,9,2023-10-21,1049.3999999999999
R2_437,5904,431,77,6,2023-08-22,354.12
R2_438,3442,457,96,5,2025-01-15,228.4
R2_439,6031,44,95,8,2024-01-15,2372.4
R2_440,6158,377,49,10,2023-07-24,4321.2
R2_441,3421,438,71,9,2023-05-07,3570.4800000000005
R2_442,7096,86,52,8,2023-06-12,3333.12
R2_443,2202,389,60,6,2023-06-14,2937.48
R2_444,140,183,45,9,2024-11-05,3934.44
R2_445,68,66,15,5,2024-01-15,742.05
R2_446,3506,410,54,1,2023-07-30,107.37
R2_447,9123,204,55,1,2024-06-20,137.52
R2_448,4464,313,44,8,2024-06-11,3365.84
R2_449,5444,308,8,7,2023-10-22,1740.3400000000001
R2_450,6688,12,49,5,2023-11-12,2159.5
R2_451,2369,333,50,7,2023-09-21,2490.3199999999997
R2_452,4598,468,10,1,2023-12-14,399.24
R2_453,6405,225,75,5,2024-05-29,2352.2
R2_454,664,490,84,8,2024-03-11,1268.56
R2_455,5099,80,37,9,2024-06-20,4428.72
R2_456,1455,46,99,1,2024-04-10,119.54
R2_457,8147,233,46,2,2024-09-02,832.0
R2_458,3320,407,91,9,2024-10-14,2896.38
R2_459,8235,279,3,1,2025-01-23,497.93
R2_460,2775,31,39,1,2023-07-30,412.92
R2_461,1356,241,70,5,2024-09-16,1422.0500000000002
R2_462,6988,372,68,1,2024-07-05,445.88
R2_463,2182,344,8,6,2024-12-26,2646.12
R2_464,2,321,84,6,2024-01-16,1890.78
R2_465,311,276,37,5,2024-10-11,1680.8500000000001
R2_466,2928,289,28,2,2024-01-26,845.58
R2_467,2416,221,61,7,2023-12-15,3432.1
R2_468,770,220,61,1,2024-07-14,470.57
R2_469,6687,357,83,1,2023-07-28,295.51
R2_470,6336,437,9,8,2023-12-03,201.28
R2_471,2844,411,90,8,2024-11-03,967.2
R2_472,8206,47,66,7,2024-03-22,290.22
R2_473,3751,470,78,5,2024-12-18,1800.6999999999998
R2_474,710,403,43,4,2024-02-09,812.56
R2_475,8117,287,16,10,2024-11-14,2965.2999999999997
R2_476,7002,6,96,7,2024-06-07,2845.85
R2_477,2004,232,78,6,2023-08-16,202.44
R2_478,7014,42,91,3,2023-09-04,325.65
R2_479,6697,438,41,6,2023-06-27,2380.32
R2_480,5042,327,94,7,2023-05-30,2056.81
R2_481,5365,65,22,3,2023-09-11,1056.48
R2_482,3731,215,86,5,2024-06-08,361.04999999999995
R2_483,1760,219,46,5,2023-10-18,1676.35
R2_484,43,331,6,6,2023-12-10,1772.22
R2_485,5430,254,33,9,2024-06-11,3623.4
R2_486,2385,495,62,2,2023-12-23,811.9
R2_487,4628,161,40,7,2023-11-19,229.59999999999997
R2_488,5420,401,18,8,2024-04-18,3322.56
R2_489,1631,28,13,7,2024-06-18,2555.0
R2_490,2093,313,64,7,2024-08-08,2945.11
R2_491,6664,212,46,3,2025-02-06,37.95
R2_492,9620,162,7,3,2023-10-26,584.91
R2_493,346,412,9,10,2024-12-08,1122.9
R2_494,8429,317,70,5,2024-10-05,1532.5
R2_495,7345,25,100,4,2023-04-18,1892.64
R2_496,7700,280,1,1,2024-07-22,97.31
R2_497,2855,375,98,4,2024-02-16,1927.28
R2_498,5821,106,62,3,2023-08-16,758.0699999999999
R2_499,3821,497,34,6,2023-02-24,2360.58
R2_500,5737,60,67,5,2024-08-18,2455.1
R2_501,1910,267,85,2,2023-10-12,576.72
R2_502,306,227,98,3,2023-11-13,1225.02
R2_503,4758,433,72,7,2024-06-12,660.38
R2_504,5513,134,87,8,2024-11-01,1328.24
R2_505,4463,128,86,5,2023-08-31,1652.55
R2_506,181,469,18,5,2023-08-04,1973.3500000000001
R2_507,1291,55,68,9,2024-12-31,2353.9500000000003
R2_508,3767,217,48,1,2023-08-24,303.32
R2_509,3161,306,18,2,2023-06-09,470.14
R2_510,7839,145,56,9,2023-10-27,3501.54
R2_511,9214,26,58,5,2023-11-29,385.79999999999995
R2_512,4897,43,87,7,2024-07-27,336.7
R2_513,3115,269,56,5,2023-11-25,1385.65
R2_514,9255,133,13,7,2024-04-01,2735.46
R2_515,1127,444,24,10,2024-04-26,2769.5
R2_516,4981,352,8,2,2024-09-11,439.16
R2_517,4899,418,69,6,2024-11-27,271.32
R2_518,6972,382,73,6,2024-08-15,2151.96
R2_519,6895,389,29,3,2025-01-04,1468.74
R2_520,4193,139,10,3,2024-02-13,1306.0500000000002
R2_521,4708,201,90,2,2023-03-20,110.02
R2_522,8305,9,21,10,2023-10-10,1897.5
R2_523,7776,366,25,1,2023-09-28,30.46
R2_524,6542,305,92,7,2025-01-24,49.14
R2_525,2028,298,71,4,2024-03-09,1766.08
R2_526,7799,465,35,9,2024-11-13,1143.27
R2_527,6406,112,56,6,2024-08-13,2314.86
R2_528,5607,377,4,5,2023-06-11,2160.6
R2_529,1099,419,75,7,2024-11-23,592.62
R2_530,1039,265,37,4,2024-04-26,60.16
R2_531,8936,411,59,7,2023-06-12,846.3000000000001
R2_532,1309,296,79,3,2024-03-17,31.86
R2_533,9772,387,12,5,2024-04-22,1184.75
R2_534,789,226,75,1,2024-09-02,9.18
