sale_id,customer_id,product_id,store_id,quantity,sale_date,total_amount
R1_120,9472,451,49,5,2023-10-29,1894.75
R1_121,5870,396,61,5,2023-08-23,876.4
R1_122,48,208,8,3,2025-01-05,1344.6299999999999
R1_123,9959,200,13,7,2023-10-26,570.9200000000001
R1_124,7728,446,84,3,2023-07-13,1352.6100000000001
R1_125,3333,6,87,8,2024-08-20,3252.4
R1_126,8854,97,10,8,2025-02-13,1550.8
R1_127,9046,460,28,6,2024-02-13,1747.1399999999999
R1_128,3168,220,33,6,2024-02-23,2823.42
R1_129,5132,412,44,3,2024-08-11,336.87
R1_130,9317,435,79,9,2023-07-04,1233.9900000000002
R1_131,9339,166,23,1,2023-06-06,490.39
R1_132,2922,347,92,4,2024-12-25,1583.2
R1_133,8821,99,5,8,2024-04-05,2007.36
R1_134,4366,116,61,3,2024-03-12,267.27
R1_135,8064,151,56,10,2024-04-17,594.3
R1_136,1202,455,98,9,2024-09-10,2379.42
R1_137,1826,476,78,6,2023-10-17,1584.72
R1_138,7089,19,8,5,2024-05-08,1442.0500000000002
R1_139,9789,154,31,8,2024-06-11,1017.84
R1_140,1066,67,3,9,2024-07-27,492.21
R1_141,5991,433,72,2,2024-03-12,188.68
R1_142,5787,138,30,10,2023-05-15,1166.0
R1_143,4602,121,88,9,2023-12-08,4200.84
R1_144,5354,428,15,3,2025-02-07,1334.1
R1_145,1793,97,44,4,2023-05-29,775.4
R1_146,330,380,11,1,2024-05-20,15.13
R1_147,3678,94,21,1,2023-12-06,245.05
R1_148,8180,136,51,7,2024-02-21,1531.95
R1_149,2557,438,29,4,2023-11-24,1586.88
R1_150,3319,381,10,3,2024-11-26,665.0999999999999
R1_151,8659,253,84,5,2024-11-19,2470.35
R1_152,622,43,65,10,2023-05-23,481.0
R1_153,9965,343,14,2,2023-09-20,167.32
R1_154,2494,258,56,2,2024-03-17,280.1
R1_155,2039,395,74,6,2024-02-20,660.0
R1_156,5105,72,91,5,2023-11-01,1076.1499999999999
R1_157,4508,32,35,1,2024-11-01,285.51
R1_158,1002,149,35,8,2024-12-01,3320.16
R1_159,1552,269,68,3,2024-02-11,831.39
R1_160,3427,255,18,3,2024-03-05,1205.31
R1_161,6806,455,4,8,2023-07-16,2115.04
R1_162,3812,229,2,9,2024-08-07,1173.33
R1_163,8647,420,11,9,2024-12-22,3073.0499999999997
R1_164,9560,494,27,5,2023-04-01,499.85
R1_165,1724,80,65,3,2023-09-05,1476.24
R1_166,7164,1,43,9,2024-04-18,3932.0099999999998
R1_167,4691,266,10,2,2024-07-31,401.48
R1_168,7643,170,15,6,2024-02-03,677.46
R1_169,3142,487,53,8,2024-03-13,3728.56
R1_170,8180,364,73,1,2024-01-01,432.85
R1_171,9839,348,41,9,2024-11-27,2033.73
R1_172,7593,167,42,8,2024-09-03,892.64
R1_173,3227,464,68,10,2025-01-14,4398.0
R1_174,6793,466,49,10,2024-04-08,2243.2
R1_175,7207,89,64,6,2024-10-14,2002.38
R1_176,3074,100,55,7,2024-01-13,1382.29
R1_177,6379,11,42,7,2023-06-17,838.6
R1_178,8993,473,95,10,2023-08-20,266.0
R1_179,8302,155,73,1,2024-09-16,167.42
R1_180,8839,33,98,9,2024-04-20,3189.69
R1_181,1641,134,46,2,2024-01-26,332.06
R1_182,3853,303,26,5,2025-01-23,1589.1
R1_183,2894,479,15,5,2024-06-12,521.1
R1_184,7482,128,38,8,2024-05-13,2644.08
R1_185,1612,148,49,1,2024-10-21,194.37
R1_186,3371,29,28,5,2024-03-30,156.54999999999998
R1_187,4498,487,6,8,2023-06-28,3728.56
R1_188,9834,132,82,2,2024-07-06,687.24
R1_189,5820,466,76,4,2023-05-02,897.28
R1_190,2805,402,22,7,2023-10-26,1288.0
R1_191,5099,247,15,5,2024-01-28,424.6
R1_192,3010,122,89,5,2023-12-26,2296.65
R1_193,9282,56,71,6,2023-05-27,2136.12
R1_194,9408,340,66,4,2024-07-22,1842.36
R1_195,3924,123,27,2,2024-09-11,106.02
R1_196,7868,135,95,3,2024-07-19,224.49
R1_197,1986,213,28,10,2023-09-23,3384.2000000000003
R1_198,8571,191,22,10,2023-09-26,3508.7
R1_199,4485,214,79,4,2024-05-30,1394.76
R1_200,8593,230,100,3,2023-07-19,460.38
R1_201,3986,302,23,5,2024-06-24,1729.5500000000002
R1_202,4598,5,53,9,2024-05-20,3220.56
R1_203,2057,92,38,7,2023-08-22,2174.2000000000003
R1_204,3254,58,32,5,2024-05-04,545.95
R1_205,1446,124,61,1,2023-06-09,438.84
R1_206,336,222,71,9,2023-11-18,3064.41
R1_207,8097,397,90,3,2024-11-26,714.96
R1_208,560,356,46,5,2024-01-01,2218.45
R1_209,7991,411,37,6,2024-09-26,725.4000000000001
R1_210,5280,401,77,6,2023-03-03,2491.92
R1_211,5747,141,13,9,2024-06-09,396.09
R1_212,70,224,30,3,2023-08-27,614.79
R1_213,90,379,55,7,2023-03-21,3007.06
R1_214,2462,79,20,6,2023-03-27,347.46
R1_215,3594,405,49,7,2024-07-13,2095.17
R1_216,8277,276,4,8,2024-11-11,2689.36
R1_217,3351,310,17,2,2023-06-18,145.98
R1_218,8932,421,95,7,2024-07-13,633.15
R1_219,4659,346,21,6,2023-09-24,1028.6399999999999
R1_220,9788,482,77,9,2023-08-14,3851.64
R1_221,3324,172,81,4,2025-02-05,199.4
R1_222,2843,318,67,9,2023-10-31,3424.5
R1_223,9735,461,10,4,2023-08-14,165.76
R1_224,2275,343,1,1,2024-10-11,83.66
R1_225,5667,443,37,9,2024-04-25,3030.57
R1_226,1327,454,38,7,2024-04-30,100.24000000000001
R1_227,7973,279,22,6,2024-09-04,2987.58
R1_228,8227,161,91,2,2024-11-02,65.6
R1_229,9002,189,8,5,2024-07-01,251.45
R1_230,6492,499,71,1,2024-07-02,69.27
R1_231,7646,460,3,6,2024-07-23,1747.1399999999999
R1_232,4134,122,53,3,2023-10-08,1377.99
R1_233,3294,358,50,7,2024-01-06,409.5
R1_234,1994,465,39,7,2023-06-21,889.21
R1_235,9059,228,47,10,2023-03-26,4076.6000000000004
R1_236,5567,337,59,6,2023-12-15,1364.94
R1_237,4817,358,55,1,2023-06-27,58.5
R1_238,7429,44,56,10,2023-04-19,2965.5
R1_239,2554,404,43,10,2024-11-17,1210.0
R1_240,3882,101,74,10,2023-03-23,3159.8
R1_241,9977,484,86,2,2023-09-29,749.12
R1_242,9286,82,24,9,2023-08-25,2692.08
R1_243,5116,18,99,4,2025-01-07,1092.32
R1_244,4797,138,46,7,2023-09-12,816.1999999999999
R1_245,6640,177,85,10,2023-05-30,2358.7
R1_246,2044,4,48,1,2024-06-18,453.41
R1_247,6785,241,9,4,2024-03-15,1137.64
R1_248,4139,153,46,10,2023-12-16,69.0
R1_249,2331,404,41,3,2024-01-12,363.0
R1_250,6154,204,5,10,2025-02-11,1375.2
R1_251,9739,423,18,2,2024-06-14,774.68
R1_252,5031,465,65,5,2023-04-07,635.15
R1_253,6071,336,97,4,2023-09-30,1470.4
R1_254,4515,320,20,2,2024-06-18,259.56
R1_255,4400,144,38,5,2024-01-17,153.05
R1_256,4773,360,99,10,2024-04-27,631.1999999999999
R1_257,7253,124,49,8,2023-10-02,3510.72
R1_258,6747,335,63,6,2024-07-22,782.0999999999999
R1_259,9097,453,78,9,2023-10-20,1018.35
R1_260,3713,140,91,6,2023-06-07,1824.2400000000002
R1_261,6060,370,31,8,2023-10-11,992.32
R1_262,9135,396,52,6,2023-11-09,1051.68
R1_263,5122,31,14,9,2024-02-22,3716.28
R1_264,5847,169,7,5,2024-03-04,1546.8000000000002
R1_265,8787,500,64,3,2024-05-16,1254.3000000000002
R1_266,5941,129,50,9,2025-01-28,4481.91
R1_267,6876,160,24,2,2025-02-04,185.08
R1_268,8943,334,23,6,2024-07-18,1939.98
R1_269,8766,175,26,1,2024-02-19,461.76
R1_270,4366,91,63,9,2025-01-17,3212.0099999999998
R1_271,1071,170,28,4,2023-11-05,451.64
R1_272,4050,473,85,5,2023-07-29,133.0
R1_273,7092,5,53,7,2025-01-16,2504.8799999999997
R1_274,3862,207,90,7,2025-01-31,241.92000000000002
R1_275,485,450,48,5,2024-01-18,534.05
R1_276,6361,281,87,3,2024-10-23,140.37
R1_277,9454,359,71,6,2023-08-03,350.34000000000003
R1_278,6737,365,49,2,2023-07-16,310.9
R1_279,2874,83,87,5,2024-01-23,754.25
R1_280,556,372,52,6,2024-09-25,2675.2799999999997
R1_281,2767,386,87,2,2023-06-23,55.08
R1_282,562,216,61,3,2024-11-18,360.93
R1_283,3660,465,88,9,2023-11-14,1143.27
R1_284,5492,417,61,8,2024-01-10,2897.36
R1_285,4376,419,41,9,2023-04-01,761.9399999999999
R1_286,8878,390,50,7,2024-11-29,1855.07
R1_287,6673,377,33,3,2023-08-04,1296.3600000000001
R1_288,3309,416,40,10,2023-08-27,2115.4
R1_289,4359,227,66,10,2024-01-13,4083.3999999999996
R1_290,4385,362,10,4,2023-12-25,1530.72
R1_291,8270,93,66,2,2024-12-09,442.88
R1_292,2840,42,47,10,2024-03-06,1085.5
R1_293,7339,198,53,1,2024-08-15,452.46
R1_294,9119,324,4,6,2024-01-16,1902.2400000000002
R1_295,1926,214,48,5,2024-01-02,1743.45
R1_296,3020,53,100,5,2023-06-21,1285.3
R1_297,3719,130,63,3,2023-09-19,84.15
R1_298,656,40,55,10,2023-11-16,2083.2
R1_299,9275,443,91,4,2023-03-02,1346.92
R1_300,3573,459,83,5,2024-08-05,2382.0
R1_301,1368,108,51,2,2023-03-15,520.54
R1_302,9757,210,49,7,2023-12-15,847.77
R1_303,8378,234,18,7,2023-08-02,2003.82
R1_304,369,156,99,9,2024-04-12,1134.72
R1_305,8249,409,45,5,2024-07-27,2088.45
R1_306,8272,373,87,10,2023-10-02,3932.6
R1_307,9156,313,53,3,2024-05-15,1262.19
R1_308,5991,273,85,4,2024-09-19,1731.4
R1_309,4754,249,62,10,2024-07-01,431.5
R1_310,6992,340,29,2,2024-01-19,921.18
R1_311,4388,500,67,4,2024-06-06,1672.4
R1_312,3334,206,55,10,2023-09-22,3518.3999999999996
R1_313,6969,255,90,8,2024-07-01,3214.16
R1_314,6731,50,64,4,2024-05-28,1318.04
R1_315,9511,267,14,1,2023-11-29,288.36
R1_316,2586,493,50,7,2023-05-15,304.78
R1_317,4296,273,65,9,2024-04-20,3895.65
R1_318,8360,52,74,10,2024-06-27,1649.9
R1_319,3929,220,55,7,2025-01-09,3293.99
R1_320,8463,111,80,7,2024-07-21,455.63
R1_321,971,420,21,7,2024-02-03,2390.15
R1_322,3797,287,27,5,2023-03-26,1482.6499999999999
R1_323,9720,419,96,7,2023-06-02,592.62
R1_324,92,444,92,3,2023-05-15,830.8499999999999
R1_325,7281,330,59,2,2023-06-29,414.26
R1_326,158,474,79,10,2024-11-29,2722.2000000000003
R1_327,9689,172,4,4,2023-12-04,199.4
R1_328,6062,241,38,6,2024-11-08,1706.46
R1_329,4433,176,48,8,2024-10-13,1750.64
R1_330,25,473,59,9,2024-08-08,239.4
R1_331,5284,215,2,8,2023-03-30,577.68
R1_332,5852,337,15,3,2023-08-13,682.47
R1_333,3739,271,70,4,2024-05-28,406.16
R1_334,197,255,71,1,2023-06-13,401.77
R1_335,142,89,62,4,2023-04-07,1334.92
R1_336,2585,231,93,10,2024-07-29,199.1
R1_337,2085,125,30,4,2024-12-10,592.52
R1_338,1589,82,18,2,2024-09-24,598.24
R1_339,9432,321,22,5,2025-02-04,1575.65
R1_340,8150,68,18,10,2024-01-06,1889.0
R1_341,5444,209,14,8,2024-08-04,1816.72
R1_342,5895,460,84,3,2023-03-19,873.5699999999999
R1_343,1878,125,84,10,2025-02-11,1481.3
R1_344,3782,143,40,6,2023-04-09,407.76
R1_345,9274,224,99,10,2024-03-17,2049.3
R1_346,8570,64,77,2,2023-06-15,383.34
R1_347,5294,440,19,5,2023-05-31,2076.5
R1_348,7090,118,26,3,2023-04-23,1292.6100000000001
R1_349,3559,66,94,1,2024-01-09,148.41
R1_350,7108,100,64,5,2023-08-27,987.35
R1_351,2831,64,32,10,2025-02-20,1916.6999999999998
R1_352,4261,231,78,3,2023-03-06,59.730000000000004
R1_353,8111,400,43,1,2023-05-06,234.32
R1_354,6469,434,68,10,2023-05-18,3263.0
R1_355,9178,322,27,1,2024-01-23,407.77
R1_356,1818,240,63,3,2023-12-15,1381.59
R1_357,8361,165,32,8,2024-12-13,3974.96
R1_358,2161,277,26,8,2024-07-03,2568.96
R1_359,3217,316,61,2,2024-02-17,781.14
R1_360,9361,167,76,10,2023-11-26,1115.8
R1_361,6530,470,71,10,2024-07-26,3601.3999999999996
R1_362,1956,62,46,8,2024-10-07,3194.16
R1_363,3741,138,75,1,2024-07-19,116.6
R1_364,2034,244,71,2,2025-01-20,266.38
R1_365,9917,454,8,5,2023-08-09,71.6
R1_366,9596,74,39,10,2024-07-04,257.4
R1_367,3832,241,77,9,2023-06-06,2559.69
R1_368,8069,3,70,4,2024-12-15,143.2
R1_369,8721,322,74,8,2024-10-09,3262.16
R1_370,1185,274,55,10,2024-04-28,2839.3
R1_371,2521,142,18,1,2023-04-22,176.04
R1_372,5642,497,66,4,2025-02-10,1573.72
R1_373,7478,275,49,1,2024-07-29,157.56
R1_374,5185,84,67,10,2024-08-17,587.8
R1_375,5183,259,58,9,2024-07-18,3125.5199999999995
R1_376,2779,118,11,4,2023-10-21,1723.48
R1_377,7034,266,27,1,2023-07-27,200.74
R1_378,4796,380,93,7,2023-10-14,105.91000000000001
R1_379,3378,335,29,6,2024-08-01,782.0999999999999
R1_380,8677,461,34,2,2024-08-26,82.88
R1_381,1303,405,49,7,2023-08-25,2095.17
R1_382,6343,275,34,8,2024-09-29,1260.48
R1_383,3380,246,87,2,2024-08-18,268.54
R1_384,3421,333,76,3,2023-03-29,1067.28
R1_385,466,121,17,2,2024-02-05,933.52
R1_386,7003,367,85,4,2023-11-11,1619.0
R1_387,665,432,91,7,2023-07-13,2602.11
R1_388,4236,417,65,8,2025-01-06,2897.36
R1_389,2104,66,93,2,2023-04-15,296.82
R1_390,3195,309,28,2,2024-01-15,219.46
R1_391,4822,296,72,10,2023-05-15,106.19999999999999
R1_392,4068,211,19,10,2023-10-23,3269.5
R1_393,394,204,91,6,2023-04-08,825.1200000000001
R1_394,2444,239,95,2,2024-04-06,961.32
R1_395,6915,350,77,8,2024-02-05,3862.24
R1_396,4468,41,18,2,2023-06-29,238.26
R1_397,8118,429,95,4,2023-10-26,1938.88
R1_398,6854,38,61,1,2023-06-20,258.89
R1_399,8,220,82,1,2024-02-24,470.57
R1_400,4095,62,68,8,2024-03-13,3194.16
R1_401,5793,322,39,6,2023-04-14,2446.62
R1_402,325,177,94,10,2023-06-02,2358.7
R1_403,1325,200,83,7,2024-09-13,570.9200000000001
R1_404,2220,391,74,2,2025-01-15,714.74
R1_405,2699,481,57,3,2024-01-28,1175.07
R1_406,4345,164,68,6,2023-12-13,1218.0
R1_407,4863,212,13,2,2024-02-07,25.3
R1_408,3596,421,29,3,2024-12-25,271.35
R1_409,2414,387,87,1,2025-01-14,236.95
R1_410,6971,24,47,5,2024-04-03,778.85
R1_411,9320,368,57,6,2023-06-02,971.3399999999999
R1_412,1965,486,45,1,2024-03-16,302.63
R1_413,5400,458,20,2,2023-06-14,507.72
R1_414,6663,340,72,3,2025-02-16,1381.77
R1_415,8152,201,91,8,2024-12-29,440.08
R1_416,7650,430,33,2,2023-04-23,62.08
R1_417,2657,26,20,6,2024-01-12,462.96
R1_418,1988,76,60,6,2023-09-30,1441.02
R1_419,1454,51,68,1,2024-03-13,84.17
R1_420,299,137,5,7,2024-11-30,1900.57
R1_421,956,290,8,7,2024-10-23,1033.6899999999998
R1_422,349,271,74,9,2024-02-10,913.86
R1_423,907,243,51,9,2024-06-09,3068.0099999999998
R1_424,3946,433,93,5,2023-12-29,471.70000000000005
R1_425,8073,65,38,8,2024-01-22,2817.28
R1_426,4557,390,9,6,2023-11-09,1590.06
R1_427,487,114,77,9,2024-03-15,2701.89
R1_428,8434,252,45,4,2024-07-15,1656.32
R1_429,2496,234,9,5,2023-11-16,1431.3
R1_430,4711,296,19,3,2024-09-22,31.86
R1_431,6449,317,61,5,2025-02-20,1532.5
R1_432,872,279,57,7,2024-06-06,3485.51
R1_433,3024,466,99,2,2024-10-16,448.64
R1_434,1117,488,95,1,2024-02-15,380.59
R1_435,1,275,96,6,2024-02-18,945.36
R1_436,812,316,45,5,2023-03-31,1952.85
R1_437,6353,393,43,8,2024-02-25,1711.12
R1_438,3510,329,67,3,2023-11-14,1496.94
R1_439,9175,420,57,3,2024-11-29,1024.35
R1_440,6219,459,16,8,2023-05-08,3811.2
R1_441,1207,423,9,3,2024-05-13,1162.02
R1_442,4085,284,26,1,2023-04-23,478.14
R1_443,9588,402,30,8,2024-11-23,1472.0
R1_444,9276,126,18,8,2023-02-25,1523.76
R1_445,5800,296,50,9,2024-10-22,95.58
R1_446,4773,403,50,3,2024-11-28,609.42
R1_447,6846,72,30,6,2024-04-06,1291.3799999999999
R1_448,5813,438,55,6,2023-09-12,2380.32
R1_449,958,389,39,8,2023-09-09,3916.64
R1_450,8618,362,76,6,2024-02-08,2296.08
R1_451,4069,360,82,7,2024-02-27,441.84
R1_452,9057,144,87,7,2023-06-10,214.26999999999998
R1_453,4897,1,11,2,2024-07-21,873.78
R1_454,7214,66,53,7,2024-01-11,1038.87
R1_455,7308,389,82,10,2024-06-30,4895.8
R1_456,8766,286,93,9,2024-03-10,4156.2
R1_457,7726,23,56,6,2023-07-10,2317.02
R1_458,7957,466,53,5,2023-05-06,1121.6
R1_459,8633,463,85,7,2024-06-27,2039.3799999999999
R1_460,9454,360,79,6,2024-01-25,378.71999999999997
R1_461,5510,500,74,7,2023-10-13,2926.7000000000003
R1_462,7922,6,17,8,2025-02-11,3252.4
R1_463,6877,32,34,3,2024-05-18,856.53
R1_464,8423,433,72,7,2023-09-30,660.38
R1_465,5705,356,44,4,2025-01-22,1774.76
R1_466,1306,410,33,5,2023-03-10,536.85
R1_467,8058,468,92,2,2024-03-05,798.48
R1_468,7362,419,63,4,2024-06-02,338.64
R1_469,5867,173,66,6,2023-10-06,211.02
R1_470,2300,40,43,6,2024-07-23,1249.92
R1_471,3727,330,91,3,2023-07-27,621.39
R1_472,2675,32,55,8,2023-12-03,2284.08
R1_473,266,469,6,4,2024-07-08,1578.68
R1_474,882,310,23,1,2024-11-17,72.99
R1_475,993,96,58,5,2023-04-21,318.8
R1_476,2294,240,59,2,2024-07-30,921.06
R1_477,7306,67,46,1,2023-11-17,54.69
R1_478,9330,106,19,4,2024-02-04,1010.76
R1_479,6808,51,13,1,2025-01-09,84.17
R1_480,4339,52,64,2,2024-02-24,329.98
R1_481,2270,39,13,5,2023-12-19,2052.45
R1_482,7213,107,64,7,2024-10-08,961.9399999999999
R1_483,3043,79,39,2,2024-11-12,115.82
R1_484,8563,90,87,1,2023-09-03,6.76
R1_485,1583,419,30,7,2023-06-07,592.62
R1_486,6769,21,5,5,2023-11-13,1036.6
R1_487,7125,220,87,9,2023-05-29,4235.13
R1_488,405,120,12,4,2024-02-16,1389.32
R1_489,5882,432,11,7,2023-12-11,2602.11
R1_490,2714,257,99,3,2023-08-25,134.28
R1_491,2650,24,87,8,2024-06-16,1246.16
R1_492,3557,49,92,5,2023-05-22,1711.25
R1_493,5990,194,35,1,2024-04-02,458.93
R1_494,2012,416,80,10,2024-05-23,2115.4
R1_495,9526,476,78,5,2023-04-05,1320.6
R1_496,9313,118,80,4,2023-12-12,1723.48
R1_497,4372,421,63,7,2023-10-14,633.15
R1_498,1041,117,64,6,2024-02-20,2135.52
R1_499,8642,196,16,2,2023-09-25,480.12
R1_500,6626,175,25,8,2023-12-28,3694.08
R1_501,9597,449,73,8,2023-07-28,3080.8
R1_502,3863,212,10,3,2025-01-14,37.95
R1_503,5987,350,66,6,2023-04-18,2896.68
R1_504,2120,457,3,10,2024-03-30,456.8
R1_505,1874,233,6,5,2023-08-01,2080.0
R1_506,4452,29,8,10,2023-09-11,313.09999999999997
R1_507,9824,27,62,3,2024-07-16,36.36
R1_508,8262,259,100,6,2024-10-01,2083.68
R1_509,6060,278,29,6,2024-07-27,1687.08
R1_510,1289,261,93,9,2024-02-12,2235.5099999999998
R1_511,4600,499,35,5,2023-10-30,346.34999999999997
R1_512,291,320,85,5,2024-12-20,648.9
R1_513,1841,411,80,1,2024-01-20,120.9
R1_514,7907,485,43,9,2024-06-22,3431.25
R1_515,2468,247,56,4,2024-07-12,339.68
R1_516,8691,21,39,6,2023-03-29,1243.92
R1_517,5332,172,69,7,2024-09-19,348.95
R1_518,377,40,19,3,2023-10-05,624.96
R1_519,9505,50,43,10,2024-04-11,3295.1
R1_520,9780,500,97,7,2023-11-13,2926.7000000000003
R1_521,1418,108,56,4,2023-03-08,1041.08
R1_522,2860,168,91,5,2024-02-19,1333.1999999999998
R1_523,584,209,52,2,2024-03-23,454.18
R1_524,5221,453,16,10,2023-12-08,1131.5
R1_525,6411,30,65,1,2023-10-21,446.53
R1_526,1212,215,79,6,2023-03-18,433.26
R1_527,8644,140,77,5,2023-06-24,1520.2
R1_528,5529,215,93,9,2023-04-27,649.89
R1_529,7623,193,26,8,2023-04-23,778.72
R1_530,892,358,97,5,2023-02-27,292.5
R1_531,3845,192,7,10,2023-03-19,1489.9
R1_532,8731,485,100,3,2024-12-13,1143.75
R1_533,4209,181,30,9,2024-11-08,3784.41
R1_534,4289,230,65,4,2023-04-22,613.84
R1_535,7386,90,94,7,2023-11-06,47.32
